ID,Citation,Database,Duplicate?,Title/Abstract Decision,Full-Text Decision,Exclusion Reason,Final Status
R196,Micha Kaiser et al. (2025). Leveraging LLMs for predictive insights in food policy and behavioral interventions. Discover Food. doi:10.1007/s44187-025-00552-x,"OpenAlex (FastTrack MCP) — Q9, Q9",No,Exclude,Not assessed,outside scope,Excluded
R197,Sofía Pardo-Pina et al. (2026). An agent-Based service architecture for smart greenhouses: Telemetry analytics and decision support with RAG-grounded LLM agents. Smart Agricultural Technology. doi:10.1016/j.atech.2026.101872,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R198,Bahrad Ali Sokhansanj (2025). Local AI Governance: Addressing Model Safety and Policy Challenges Posed by Decentralized AI. AI. doi:10.3390/ai6070159,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R199,Alper Karamanlıoğlu et al. (2025). Privacy-Preserving Clinical Decision Support for Emergency Triage Using LLMs: System Architecture and Real-World Evaluation. Applied Sciences. doi:10.3390/app15158412,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R200,Yuntao Bai et al. (2022). Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback. arXiv (Cornell University). doi:10.48550/arxiv.2204.05862,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,outside scope,Excluded
R201,Ahsan Bilal et al. (2026). Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey. Research Square. doi:10.21203/rs.3.rs-8994957/v1,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R202,"Tianyu Cui et al. (2024). Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems. arXiv (Cornell University). doi:10.48550/arxiv.2401.05778",OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R203,Boming Xia et al. (2024). Evaluation-Driven Development and Operations of LLM Agents: A Process Model and Reference Architecture. arXiv (Cornell University). doi:10.48550/arxiv.2411.13768,OpenAlex (FastTrack MCP) — Q9,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R204,Yuhao Wu et al. (2025). IsolateGPT: An Execution Isolation Architecture for LLM-Based Systems. conference-paper. doi:10.14722/ndss.2025.241131,OpenAlex (FastTrack MCP) — Q10,No,Include,Include,,Included (P36)
R205,Ismail Ismail et al. (2025). Toward Robust Security Orchestration and Automated Response in Security Operations Centers with a Hyper-Automation Approach Using Agentic Artificial Intelligence. Information. doi:10.3390/info16050365,OpenAlex (FastTrack MCP) — Q10,No,Exclude,Not assessed,outside scope,Excluded
R206,Wafaa Kasri et al. (2025). From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity. Computation. doi:10.3390/computation13020030,OpenAlex (FastTrack MCP) — Q10,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R207,Shanshan Wang et al. (2026). Runtime Policy Enforcement for MCP-Based LLM Agents. Electronics. doi:10.3390/electronics15132829,OpenAlex (FastTrack MCP) — Q10,No,Include,Include,,Included (P37)
R208,Hao Li et al. (2025). DRIFT: Dynamic Rule-Based Defense with Injection Isolation for Securing LLM Agents. conference-paper. doi:10.52202/085713-2791,"OpenAlex (FastTrack MCP) — Q10, Q11",No,Include,Include,,Included (P38)
R209,Sachin Hiriyanna et al. (2025). Multi-Layered Framework for LLM Hallucination Mitigation in High-Stakes Applications: A Tutorial. Computers. doi:10.3390/computers14080332,OpenAlex (FastTrack MCP) — Q10,No,Exclude,Not assessed,wrong threat (hallucination mitigation),Excluded
R210,Yuhao Wu et al. (2024). IsolateGPT: An Execution Isolation Architecture for LLM-Based Agentic Systems. arXiv (Cornell University). doi:10.48550/arxiv.2403.04960,OpenAlex (FastTrack MCP) — Q10,No,Exclude,Not assessed,duplicate (preprint of IsolateGPT; peer-reviewed NDSS 2025 version R204 retained),Excluded
R211,Juraj Gottweis et al. (2026). Accelerating scientific discovery with Co-Scientist. Nature. doi:10.1038/s41586-026-10644-y,OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,outside scope,Excluded
R212,"Mahmoud M. Kiasari et al. (2026). Agentic Artificial Intelligence for Smart Grids: A Comprehensive Review of Autonomous, Safe, and Explainable Control Frameworks. Energies. doi:10.3390/en19030617",OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R213,"Andrew Hundt et al. (2025). LLM-Driven Robots Risk Enacting Discrimination, Violence, and Unlawful Actions. International Journal of Social Robotics. doi:10.1007/s12369-025-01301-x",OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,outside scope (embodied robots; discrimination/violence in physical tasks),Excluded
R214,Weidi Luo et al. (2025). AGrail: A Lifelong Agent Guardrail with Effective and Adaptive Safety Detection. conference-paper. doi:10.18653/v1/2025.acl-long.399,OpenAlex (FastTrack MCP) — Q11,No,Include,Include,,Included (P39)
R215,Henry Peng Zou et al. (2026). LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey. conference-paper. doi:10.18653/v1/2026.findings-acl.1811,OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R216,Ziming You et al. (2025). DatawiseAgent: A Notebook-Centric LLM Agent Framework for Adaptive and Robust Data Science Automation. conference-paper. doi:10.18653/v1/2025.emnlp-main.58,OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,outside scope,Excluded
R217,Elias Calboreanu (2026). LATTICE: a governance-first architecture for authorized autonomous AI operations. Frontiers in Artificial Intelligence. doi:10.3389/frai.2026.1800407,OpenAlex (FastTrack MCP) — Q11,No,Include,Include,,Included (P40)
R218,Ziv Ben‐Zion et al. (2026). Execution of Harm-Enabling Actions by LLM Agents During Simulated Psychiatric Crises. Research Square. doi:10.21203/rs.3.rs-8743363/v1,OpenAlex (FastTrack MCP) — Q11,No,Include,Exclude,insufficient information (no abstract in index; full text inaccessible),Excluded
R219,Minjie Shen et al. (2025). From Mind to Machine: The Rise of Manus AI as a Fully Autonomous Digital Agent. arXiv (Cornell University). doi:10.48550/arxiv.2505.02024,OpenAlex (FastTrack MCP) — Q11,No,Exclude,Not assessed,outside scope,Excluded
S01,"L. Wang et al. (2024). A survey on large language model based autonomous agents. Frontiers of Computer Science 18(6), 186345 (journal). doi:10.1007/s11704-024-40231-1",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R082),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R082
S02,Yao et al. (2023). ReAct: Synergizing reasoning and acting in language models. ICLR 2023. arXiv:2210.03629,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,fails I2 (agent capability paper; cited for the reason-act loop),Background source (not an included study)
S03,Schick et al. (2023). Toolformer: Language models can teach themselves to use tools. NeurIPS 2023. arXiv:2302.04761,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,fails I2 (tool-use capability paper; cited for learned tool calling),Background source (not an included study)
S04,"Yu et al. (2025). A survey on trustworthy LLM agents: Threats and countermeasures. KDD 2025 V.2, pp. 6216–6226. doi:10.1145/3711896.3736561",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R140),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R140
S05,Ruan et al. (2024). Identifying the risks of LM agents with an LM-emulated sandbox (ToolEmu). ICLR 2024. arXiv:2309.15817,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R187),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R187
S06,OWASP Gen AI Security Project (2025). LLM01:2025 Prompt injection. OWASP Foundation (web). genai.owasp.org/llmrisk/llm01-prompt-injection/,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,official practitioner taxonomy (terminology only),Background source (not an included study)
S07,Perez & Ribeiro (2022). Ignore previous prompt: Attack techniques for language models. NeurIPS 2022 ML Safety Workshop. arXiv:2211.09527,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,wrong population/system (pre-agent GPT-3 applications; cited as historical origin of prompt injection),Background source (not an included study)
S08,"Y. Liu et al. (2024). Formalizing and benchmarking prompt injection attacks and defenses. USENIX Security 2024, pp. 1831–1847. arXiv:2310.12815",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P41)
S09,"Greshake et al. (2023). Not what you've signed up for: Compromising real-world LLM-integrated applications with indirect prompt injection. AISec '23 (ACM), pp. 79–90. doi:10.1145/3605764.3623985",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R136),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R136
S10,"Zhan et al. (2024). InjecAgent: Benchmarking indirect prompt injections in tool-integrated LLM agents. Findings of ACL 2024, pp. 10471–10506. doi:10.18653/v1/2024.findings-acl.624",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R120),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R120
S11,H. Zhang et al. (2025). Agent Security Bench (ASB). ICLR 2025. arXiv:2410.02644,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R139),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R139
S12,Andriushchenko et al. (2025). AgentHarm: A benchmark for measuring harmfulness of LLM agents. ICLR 2025. arXiv:2410.09024,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P42)
S13,Z. Chen et al. (2024). AgentPoison: Red-teaming LLM agents via poisoning memory or knowledge bases. NeurIPS 2024. arXiv:2407.12784,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P43)
S14,"Zhan et al. (2025). Adaptive attacks break defenses against indirect prompt injection attacks on LLM agents. Findings of NAACL 2025, pp. 7116–7132. aclanthology 2025.findings-naacl.395",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R122),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R122
S15,Debenedetti et al. (2024). AgentDojo: A dynamic environment to evaluate prompt injection attacks and defenses for LLM agents. NeurIPS 2024 Datasets & Benchmarks. arXiv:2406.13352,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P44)
S16,M. Q. Li et al. (2026). Taxonomy and consistency analysis of safety benchmarks for AI agents. arXiv preprint. arXiv:2605.16282,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P45)
S17,"Y. Wang et al. (2026). Safety, or just capability? A validity audit of agent-safety benchmarks. arXiv preprint. arXiv:2607.28685",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P46)
S18,"Arp et al. (2022). Dos and don'ts of machine learning in computer security. USENIX Security 2022, pp. 3971–3988. (no DOI; USENIX)",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,"METHODOLOGICAL SOURCE (within period, not agent-specific)"
S19,Chennabasappa et al. (2025). LlamaFirewall: An open source guardrail system for building secure AI agents. arXiv preprint. arXiv:2505.03574,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R061),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R061
S20,Inan et al. (2023). Llama Guard: LLM-based input-output safeguard for human-AI conversations. arXiv preprint. arXiv:2312.06674,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,wrong population/system (conversation-level content classifier; cited as input/output-filter family),Background source (not an included study)
S21,Hines et al. (2024). Defending against indirect prompt injection attacks with spotlighting. arXiv preprint. arXiv:2403.14720,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P47)
S22,S. Chen et al. (2025). StruQ: Defending against prompt injection with structured queries. USENIX Security 2025. USENIX sec25 chen-sizhe,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P48)
S23,"Schneider (2000). Enforceable security policies. ACM TISSEC 3(1), 30–50. doi:10.1145/353323.353382",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S24,Shi et al. (2025). Progent: Securing AI agents with privilege control. arXiv preprint. arXiv:2504.11703,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P49)
S25,H. Wang et al. (2026). AgentSpec: Customizable runtime enforcement for safe and reliable LLM agents. ICSE '26. doi:10.1145/3744916.3764546,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P50)
S26,"Tsai & Bagdasarian (2025). Contextual agent security: A policy for every purpose (Conseca). HotOS '25, pp. 8–17. doi:10.1145/3713082.3730378",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P51)
S27,"Debenedetti et al. (2025). Defeating prompt injections by design (CaMeL). arXiv preprint (v2, 24 Jun 2025). arXiv:2503.18813",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P52)
S28,"Xiang et al. (2025). GuardAgent: Safeguard LLM agents via knowledge-enabled reasoning. ICML 2025, PMLR 267:68316–68342. arXiv:2406.09187",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P53)
S29,"Z. Chen, Kang, & Li (2025). ShieldAgent: Shielding agents via verifiable safety policy reasoning. ICML 2025, PMLR 267:8313–8344. arXiv:2503.22738",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P54)
S30,"Luo et al. (2025). AGrail: A lifelong agent guardrail with effective and adaptive safety detection. ACL 2025, pp. 8104–8139. doi:10.18653/v1/2025.acl-long.399",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R214),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R214
S31,"Hua et al. (2024). TrustAgent: Towards safe and trustworthy LLM-based agents. Findings of EMNLP 2024, pp. 10000–10016. doi:10.18653/v1/2024.findings-emnlp.585",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P55)
S32,Jiang et al. (2025). Think twice before you act: Enhancing agent behavioral safety with thought correction (Thought-Aligner). arXiv preprint; accepted to ICML 2026. arXiv:2505.11063,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P56)
S33,F. Jia et al. (2025). The Task Shield: Enforcing task alignment to defend against indirect prompt injection in LLM agents. ACL 2025 (long). aclanthology 2025.acl-long.1435,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R001),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R001
S34,"Zhu et al. (2025). MELON: Provable defense against indirect prompt injection attacks in AI agents. ICML 2025, PMLR 267. arXiv:2502.05174",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P57)
S35,She et al. (2026). Safeguarding LLM agents from misalignment through provenance analysis (ProvenanceGuard). arXiv preprint. arXiv:2607.01236,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P58)
S36,C. L. Wang et al. (2025). MI9: An integrated runtime governance framework for agentic AI. arXiv preprint (also OpenReview). arXiv:2508.03858,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P59)
S37,"F. Li (2026). OpenClaw PRISM: A zero-fork, defense-in-depth runtime security layer for tool-augmented LLM agents. arXiv preprint. arXiv:2603.11853",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P60)
S38,H. Wang et al. (2025). ProbGuard: Probabilistic runtime monitoring for LLM agent safety (formerly Pro2Guard). arXiv preprint. arXiv:2508.00500,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P61)
S39,Lin et al. (2026). DreamGuard: Efficient runtime guardrail for LLM agents via risk-aware world model. arXiv preprint (6 Aug 2026). arXiv:2608.05695,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P62)
S40,H. Liu et al. (2026). SafeAgent: A runtime protection architecture for agentic systems. arXiv preprint. arXiv:2604.17562,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P63)
S41,C. Yang (2026). AgentTrust: Runtime safety evaluation and interception for AI agent tool use. arXiv preprint (6 May 2026). arXiv:2605.04785 (distinct from 2606.08539),Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P64)
S42,Hossain et al. (2026). NEXUS: Structured runtime safety for tool-using LLM agents. arXiv preprint. arXiv:2607.19356,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P65)
S43,Jackson (2025). Designing a policy engine for agentic AI systems: From governance requirements to runtime enforcement. SSRN working paper (13 Nov 2025). doi:10.2139/ssrn.5904104,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P66)
S44,H.-H. Chen (2026). Insuring every action: An authority frontier framework for runtime actuarial control of autonomous AI agents. arXiv preprint. arXiv:2605.25632,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P67)
S45,Z. Chen et al. (2026). Cordon: Semantic transactions for tool-using LLM agents. arXiv preprint (16 Jun 2026). arXiv:2606.17573,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P68)
S46,C. Zhang et al. (2026). Calibration is not control: Why LLM-agent oversight needs intervention. arXiv preprint (19 Jun 2026). arXiv:2606.21399,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P69)
S47,"Chandola et al. (2009). Anomaly detection: A survey. ACM Computing Surveys 41(3), 1–58. doi:10.1145/1541880.1541882",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S48,"Chandola et al. (2012). Anomaly detection for discrete sequences: A survey. IEEE TKDE 24(5), 823–839. doi:10.1109/TKDE.2010.235",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S49,"Forrest et al. (1996). A sense of self for Unix processes. IEEE S&P 1996, pp. 120–128. doi:10.1109/SECPRI.1996.502675",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S50,"Sommer & Paxson (2010). Outside the closed world: On using machine learning for network intrusion detection. IEEE S&P 2010, pp. 305–316. doi:10.1109/SP.2010.25",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S51,"Page (1954). Continuous inspection schemes. Biometrika 41(1–2), 100–115. doi:10.1093/biomet/41.1-2.100",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S52,Basseville & Nikiforov (1993). Detection of abrupt changes: Theory and application. Prentice Hall (book). ISBN 0-13-126780-9,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S53,"Lorden (1971). Procedures for reacting to a change in distribution. Annals of Mathematical Statistics 42(6), 1897–1908. doi:10.1214/aoms/1177693055",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S54,"Cox (1958). The regression analysis of binary sequences. JRSS-B 20(2), 215–232. doi:10.1111/j.2517-6161.1958.tb00292.x",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S55,"Platt (1999). Probabilistic outputs for support vector machines and comparisons to regularized likelihood methods. Advances in Large Margin Classifiers, MIT Press, pp. 61–74. (book chapter; no DOI)",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S56,"Zadrozny & Elkan (2002). Transforming classifier scores into accurate multiclass probability estimates. KDD 2002, pp. 694–699. doi:10.1145/775047.775151",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S57,"Niculescu-Mizil & Caruana (2005). Predicting good probabilities with supervised learning. ICML 2005, pp. 625–632. doi:10.1145/1102351.1102430",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S58,"Guo et al. (2017). On calibration of modern neural networks. ICML 2017, PMLR 70:1321–1330. arXiv:1706.04599",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S59,"Naeini et al. (2015). Obtaining well calibrated probabilities using Bayesian binning. AAAI 2015, 29(1). doi:10.1609/aaai.v29i1.9602",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S60,"Kull et al. (2017). Beta calibration: A well-founded and easily implemented improvement on logistic calibration for binary classifiers. AISTATS 2017, PMLR 54:623–631. proceedings.mlr.press/v54/kull17a",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S61,"Elkan (2001). The foundations of cost-sensitive learning. IJCAI-01, pp. 973–978. (no DOI)",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S62,"Chow (1970). On optimum recognition error and reject tradeoff. IEEE Trans. Information Theory 16(1), 41–46. doi:10.1109/TIT.1970.1054406",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S63,"Lundberg & Lee (2017). A unified approach to interpreting model predictions. NIPS 2017, pp. 4765–4774. arXiv:1705.07874",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S64,"Z. Chen, J. Chen, et al. (2025). Standard benchmarks fail — Auditing LLM agents in finance must prioritize risk. arXiv preprint (position paper; venue not confirmed). arXiv:2502.15865",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P70)
S65,H. Jia et al. (2026). FinHarness: An inline lifecycle safety harness for finance LLM agents. arXiv preprint (26 May 2026). arXiv:2605.27333,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Include,,Included (P71)
S66,Z. Yang et al. (2026). FinVault: Benchmarking financial agent safety in execution-grounded environments. arXiv preprint — WITHDRAWN. arXiv:2601.07853,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include,Exclude,withdrawn preprint (FinVault; cannot serve as evidence),Excluded (discussed historically only)
S67,Mao et al. (2026). SoK: Security of autonomous LLM agents in agentic commerce. arXiv preprint. arXiv:2604.15367,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),Yes (same study as database record R049),Not screened (cross-stream duplicate),Not assessed,duplicate,Assessed via R049
S68,European Parliament & Council of the European Union (2024). Regulation (EU) 2024/1689 (Artificial Intelligence Act). Official Journal of the EU. eli/reg/2024/1689/oj,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Exclude,Not assessed,official regulation (EU AI Act; regulatory context only),Background source (not an included study)
S69,"le Cessie & van Houwelingen (1992). Ridge estimators in logistic regression. Applied Statistics 41(1), 191-201. doi:10.2307/2347628",Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
S70,Ng & Jordan (2002). On discriminative vs. generative classifiers: A comparison of logistic regression and naive Bayes. NIPS 14 (NeurIPS proceedings). papers.nips.cc 2020,Other methods — previous integrated Chapter 2 reference list (known-item and citation checking),No,Include (criterion I6: foundational/methodological),Include,,FOUNDATIONAL SOURCE
